timestamp,hour,day_of_week,month,day,is_weekend,is_holiday,marketing_campaign,outage_flag,voice_calls,chats,emails,tickets,avg_handle_time,sla_breach
2025-01-02 07:00:00,7,3,1,2,0,0,0,0,25,3,10,7,5.84,0
2025-01-02 08:00:00,8,3,1,2,0,0,0,0,23,4,4,9,6.16,0
2025-01-02 09:00:00,9,3,1,2,0,0,0,0,20,7,21,10,5.42,0
2025-01-02 10:00:00,10,3,1,2,0,0,0,0,23,10,20,7,5.78,0
2025-01-02 11:00:00,11,3,1,2,0,0,0,0,19,16,27,15,6.27,0
2025-01-02 12:00:00,12,3,1,2,0,0,0,0,14,19,19,11,5.76,0
2025-01-02 13:00:00,13,3,1,2,0,0,0,0,27,25,16,13,6.56,0
2025-01-02 14:00:00,14,3,1,2,0,0,0,0,19,25,17,12,5.66,0
2025-01-02 15:00:00,15,3,1,2,0,0,0,0,45,21,15,11,6.43,1
2025-01-02 16:00:00,16,3,1,2,0,0,0,0,28,23,13,11,5.87,0
2025-01-02 17:00:00,17,3,1,2,0,0,0,0,43,26,17,17,5.77,1
2025-01-02 18:00:00,18,3,1,2,0,0,0,0,41,25,20,14,6.33,1
2025-01-02 19:00:00,19,3,1,2,0,0,0,0,37,21,13,14,6.47,1
2025-01-02 20:00:00,20,3,1,2,0,0,0,0,39,19,8,12,7.0,1
2025-01-02 21:00:00,21,3,1,2,0,0,0,0,12,19,11,8,5.97,0
2025-01-02 22:00:00,22,3,1,2,0,0,0,0,10,17,8,7,5.99,0
2025-01-02 23:00:00,23,3,1,2,0,0,0,0,0,11,8,9,5.98,0
2025-01-03 00:00:00,0,4,1,3,0,0,0,0,0,19,6,7,6.91,0
2025-01-03 01:00:00,1,4,1,3,0,0,0,0,0,13,11,10,5.89,0
2025-01-03 02:00:00,2,4,1,3,0,0,0,0,0,5,10,10,5.96,0
2025-01-03 03:00:00,3,4,1,3,0,0,0,0,6,3,10,6,6.08,0
2025-01-03 04:00:00,4,4,1,3,0,0,0,0,14,14,9,9,4.44,0
2025-01-03 05:00:00,5,4,1,3,0,0,0,0,16,10,13,8,6.32,0
2025-01-03 06:00:00,6,4,1,3,0,0,0,0,26,0,13,8,6.78,0
2025-01-03 07:00:00,7,4,1,3,0,0,0,0,21,1,10,7,5.55,0
2025-01-03 08:00:00,8,4,1,3,0,0,0,0,22,6,10,17,6.01,0
2025-01-03 09:00:00,9,4,1,3,0,0,0,0,28,8,10,14,5.77,0
2025-01-03 10:00:00,10,4,1,3,0,0,0,0,22,5,19,9,6.46,0
2025-01-03 11:00:00,11,4,1,3,0,0,0,0,34,10,16,12,6.24,0
2025-01-03 12:00:00,12,4,1,3,0,0,0,0,27,13,17,15,6.67,0
2025-01-03 13:00:00,13,4,1,3,0,0,0,0,32,20,23,16,6.53,0
2025-01-03 14:00:00,14,4,1,3,0,0,0,0,31,28,17,13,6.48,0
2025-01-03 15:00:00,15,4,1,3,0,0,0,0,35,26,22,11,5.29,0
2025-01-03 16:00:00,16,4,1,3,0,0,0,0,41,26,14,13,7.05,1
2025-01-03 17:00:00,17,4,1,3,0,0,0,0,34,34,16,13,6.61,0
2025-01-03 18:00:00,18,4,1,3,0,0,0,0,42,29,18,16,6.08,1
2025-01-03 19:00:00,19,4,1,3,0,0,0,0,37,26,9,13,5.97,1
2025-01-03 20:00:00,20,4,1,3,0,0,0,0,22,14,6,13,6.07,0
2025-01-03 21:00:00,21,4,1,3,0,0,0,0,14,16,10,7,6.18,0
2025-01-03 22:00:00,22,4,1,3,0,0,0,0,7,19,6,7,5.33,0
2025-01-03 23:00:00,23,4,1,3,0,0,0,0,6,13,7,7,5.55,0
2025-01-04 00:00:00,0,5,1,4,1,0,0,0,0,9,11,7,7.29,0
2025-01-04 01:00:00,1,5,1,4,1,0,0,0,4,9,9,6,5.4,0
2025-01-04 02:00:00,2,5,1,4,1,0,0,0,1,6,10,2,5.52,0
2025-01-04 03:00:00,3,5,1,4,1,0,0,0,8,3,6,6,6.51,0
2025-01-04 04:00:00,4,5,1,4,1,0,0,0,1,0,3,5,6.0,0
2025-01-04 05:00:00,5,5,1,4,1,0,0,0,5,0,8,2,6.04,0
2025-01-04 06:00:00,6,5,1,4,1,0,0,0,21,7,10,5,6.27,0
2025-01-04 07:00:00,7,5,1,4,1,0,0,0,25,3,8,5,5.78,0
2025-01-04 08:00:00,8,5,1,4,1,0,0,0,21,8,3,10,5.89,0
2025-01-04 09:00:00,9,5,1,4,1,0,0,0,15,0,6,11,5.64,0
2025-01-04 10:00:00,10,5,1,4,1,0,0,0,13,10,14,9,6.35,0
2025-01-04 11:00:00,11,5,1,4,1,0,0,0,16,8,9,7,5.91,0
2025-01-04 12:00:00,12,5,1,4,1,0,0,0,11,12,12,5,5.64,0
2025-01-04 13:00:00,13,5,1,4,1,0,0,0,19,13,9,10,6.07,0
2025-01-04 14:00:00,14,5,1,4,1,0,0,0,23,15,9,6,6.16,0
2025-01-04 15:00:00,15,5,1,4,1,0,0,0,28,15,17,8,5.99,0
2025-01-04 16:00:00,16,5,1,4,1,0,0,0,29,17,12,8,6.03,0
2025-01-04 17:00:00,17,5,1,4,1,0,0,0,31,23,13,6,6.13,0
2025-01-04 18:00:00,18,5,1,4,1,0,0,0,30,18,6,9,6.16,0
2025-01-04 19:00:00,19,5,1,4,1,0,0,0,18,5,2,9,4.75,0
2025-01-04 20:00:00,20,5,1,4,1,0,0,0,15,16,8,10,5.1,0
2025-01-04 21:00:00,21,5,1,4,1,0,0,0,9,18,11,4,5.63,0
2025-01-04 22:00:00,22,5,1,4,1,0,0,0,8,12,8,1,6.05,0
2025-01-04 23:00:00,23,5,1,4,1,0,0,0,0,14,8,8,5.56,0
2025-01-05 00:00:00,0,6,1,5,1,0,0,0,0,0,11,4,6.01,0
2025-01-05 01:00:00,1,6,1,5,1,0,0,0,0,0,5,9,5.93,0
2025-01-05 02:00:00,2,6,1,5,1,0,0,0,0,6,13,2,5.05,0
2025-01-05 03:00:00,3,6,1,5,1,0,0,0,0,2,2,6,5.92,0
2025-01-05 04:00:00,4,6,1,5,1,0,0,0,12,0,3,5,5.48,0
2025-01-05 05:00:00,5,6,1,5,1,0,0,0,5,0,7,7,5.81,0
2025-01-05 06:00:00,6,6,1,5,1,0,0,0,20,4,4,2,6.37,0
2025-01-05 07:00:00,7,6,1,5,1,0,0,0,24,5,5,5,6.66,0
2025-01-05 08:00:00,8,6,1,5,1,0,0,0,14,0,7,7,5.65,0
2025-01-05 09:00:00,9,6,1,5,1,0,0,0,19,9,13,7,7.35,0
2025-01-05 10:00:00,10,6,1,5,1,0,0,0,17,12,15,13,6.75,0
2025-01-05 11:00:00,11,6,1,5,1,0,0,0,13,10,13,9,5.85,0
2025-01-05 12:00:00,12,6,1,5,1,0,0,0,26,20,11,6,5.8,0
2025-01-05 13:00:00,13,6,1,5,1,0,0,0,19,19,9,9,6.81,0
2025-01-05 14:00:00,14,6,1,5,1,0,0,0,30,18,8,8,6.46,0
2025-01-05 15:00:00,15,6,1,5,1,0,0,0,22,11,13,8,5.66,0
2025-01-05 16:00:00,16,6,1,5,1,0,0,0,20,24,8,8,6.75,0
2025-01-05 17:00:00,17,6,1,5,1,0,0,0,29,22,13,9,6.39,0
2025-01-05 18:00:00,18,6,1,5,1,0,0,0,28,22,8,5,5.67,0
2025-01-05 19:00:00,19,6,1,5,1,0,0,0,21,16,3,5,5.54,0
2025-01-05 20:00:00,20,6,1,5,1,0,0,0,12,12,5,6,5.92,0
2025-01-05 21:00:00,21,6,1,5,1,0,0,0,8,12,5,6,5.86,0
2025-01-05 22:00:00,22,6,1,5,1,0,0,0,4,12,11,6,6.57,0
2025-01-05 23:00:00,23,6,1,5,1,0,0,0,0,9,8,5,5.93,0
2025-01-06 00:00:00,0,0,1,6,0,0,0,0,0,17,6,5,5.95,0
2025-01-06 01:00:00,1,0,1,6,0,0,0,0,0,8,7,9,5.76,0
2025-01-06 02:00:00,2,0,1,6,0,0,0,0,0,1,8,9,6.48,0
2025-01-06 03:00:00,3,0,1,6,0,0,0,0,0,5,11,9,6.66,0
2025-01-06 04:00:00,4,0,1,6,0,0,0,0,9,2,11,7,6.15,0
2025-01-06 05:00:00,5,0,1,6,0,0,0,0,24,6,13,8,6.27,0
2025-01-06 06:00:00,6,0,1,6,0,0,0,0,31,3,19,8,5.64,0
2025-01-06 07:00:00,7,0,1,6,0,0,0,0,30,4,13,12,4.75,0
2025-01-06 08:00:00,8,0,1,6,0,0,0,0,27,4,10,17,5.59,0
2025-01-06 09:00:00,9,0,1,6,0,0,0,0,25,2,26,15,5.92,0
2025-01-06 10:00:00,10,0,1,6,0,0,0,0,22,16,24,14,5.66,0
2025-01-06 11:00:00,11,0,1,6,0,0,0,0,27,15,23,16,5.01,0
2025-01-06 12:00:00,12,0,1,6,0,0,0,0,35,28,21,13,5.08,0
2025-01-06 13:00:00,13,0,1,6,0,0,0,0,31,18,17,16,6.08,0
2025-01-06 14:00:00,14,0,1,6,0,0,0,0,33,33,23,17,5.37,0
2025-01-06 15:00:00,15,0,1,6,0,0,0,0,41,36,24,16,5.58,1
2025-01-06 16:00:00,16,0,1,6,0,0,0,0,42,35,23,16,6.02,1
2025-01-06 17:00:00,17,0,1,6,0,0,0,0,46,25,23,16,5.6,1
2025-01-06 18:00:00,18,0,1,6,0,0,0,0,43,29,21,14,6.67,1
2025-01-06 19:00:00,19,0,1,6,0,0,0,0,31,36,10,10,6.03,0
2025-01-06 20:00:00,20,0,1,6,0,0,0,0,38,27,11,12,6.19,1
2025-01-06 21:00:00,21,0,1,6,0,0,0,0,13,30,21,9,6.47,0
2025-01-06 22:00:00,22,0,1,6,0,0,0,0,10,23,12,9,5.01,0
2025-01-06 23:00:00,23,0,1,6,0,0,0,0,5,16,12,6,6.24,0
2025-01-07 00:00:00,0,1,1,7,0,0,0,0,0,13,13,6,5.92,0
2025-01-07 01:00:00,1,1,1,7,0,0,0,0,0,5,12,6,5.59,0
2025-01-07 02:00:00,2,1,1,7,0,0,0,0,1,8,9,4,5.73,0
2025-01-07 03:00:00,3,1,1,7,0,0,0,0,0,6,11,10,5.0,0
2025-01-07 04:00:00,4,1,1,7,0,0,0,0,13,6,9,5,6.5,0
2025-01-07 05:00:00,5,1,1,7,0,0,0,0,17,3,10,8,5.63,0
2025-01-07 06:00:00,6,1,1,7,0,0,0,0,22,0,10,7,5.92,0
2025-01-07 07:00:00,7,1,1,7,0,0,0,0,24,9,11,9,5.97,0
2025-01-07 08:00:00,8,1,1,7,0,0,0,0,18,2,10,14,5.98,0
2025-01-07 09:00:00,9,1,1,7,0,0,0,0,19,9,21,15,6.04,0
2025-01-07 10:00:00,10,1,1,7,0,0,0,0,17,12,16,12,5.86,0
2025-01-07 11:00:00,11,1,1,7,0,0,0,0,15,8,18,15,5.96,0
2025-01-07 12:00:00,12,1,1,7,0,0,0,0,18,20,15,10,6.08,0
2025-01-07 13:00:00,13,1,1,7,0,0,0,0,24,24,16,13,5.96,0
2025-01-07 14:00:00,14,1,1,7,0,0,0,0,24,22,16,14,5.65,0
2025-01-07 15:00:00,15,1,1,7,0,0,0,0,20,28,17,14,6.32,0
2025-01-07 16:00:00,16,1,1,7,0,0,0,0,45,30,12,16,5.78,1
2025-01-07 17:00:00,17,1,1,7,0,0,0,0,34,24,21,11,5.98,0
2025-01-07 18:00:00,18,1,1,7,0,0,0,0,35,24,19,14,6.27,0
2025-01-07 19:00:00,19,1,1,7,0,0,0,0,30,22,12,15,5.92,0
2025-01-07 20:00:00,20,1,1,7,0,0,0,0,26,24,11,13,5.73,0
2025-01-07 21:00:00,21,1,1,7,0,0,0,0,11,18,7,6,6.22,0
2025-01-07 22:00:00,22,1,1,7,0,0,0,0,3,19,5,11,6.07,0
2025-01-07 23:00:00,23,1,1,7,0,0,0,0,1,7,9,9,6.22,0
2025-01-08 00:00:00,0,2,1,8,0,0,0,0,0,12,10,7,6.36,0
2025-01-08 01:00:00,1,2,1,8,0,0,0,0,0,13,6,5,6.33,0
2025-01-08 02:00:00,2,2,1,8,0,0,0,0,0,2,4,8,6.05,0
2025-01-08 03:00:00,3,2,1,8,0,0,0,0,3,2,10,9,6.08,0
2025-01-08 04:00:00,4,2,1,8,0,0,0,0,21,6,8,9,5.56,0
2025-01-08 05:00:00,5,2,1,8,0,0,0,0,19,5,10,7,5.88,0
2025-01-08 06:00:00,6,2,1,8,0,0,0,0,22,0,8,10,6.52,0
2025-01-08 07:00:00,7,2,1,8,0,0,0,0,20,5,6,8,6.05,0
2025-01-08 08:00:00,8,2,1,8,0,0,0,0,26,0,3,12,5.82,0
2025-01-08 09:00:00,9,2,1,8,0,0,0,0,22,7,17,12,5.71,0
2025-01-08 10:00:00,10,2,1,8,0,0,0,0,26,10,15,14,5.93,0
2025-01-08 11:00:00,11,2,1,8,0,0,0,0,16,20,19,15,5.97,0
2025-01-08 12:00:00,12,2,1,8,0,0,0,0,29,18,16,14,5.63,0
2025-01-08 13:00:00,13,2,1,8,0,0,0,0,33,23,18,15,5.89,0
2025-01-08 14:00:00,14,2,1,8,0,0,0,0,39,30,16,15,5.85,1
2025-01-08 15:00:00,15,2,1,8,0,0,0,0,29,26,21,13,5.32,0
2025-01-08 16:00:00,16,2,1,8,0,0,0,0,32,23,13,16,6.22,0
2025-01-08 17:00:00,17,2,1,8,0,0,0,0,35,27,16,15,6.3,0
2025-01-08 18:00:00,18,2,1,8,0,0,0,0,34,25,16,15,6.17,0
2025-01-08 19:00:00,19,2,1,8,0,0,0,0,25,21,9,11,5.95,0
2025-01-08 20:00:00,20,2,1,8,0,0,0,0,18,23,9,13,6.97,0
2025-01-08 21:00:00,21,2,1,8,0,0,0,0,19,19,11,5,6.36,0
2025-01-08 22:00:00,22,2,1,8,0,0,0,0,3,9,12,8,5.61,0
2025-01-08 23:00:00,23,2,1,8,0,0,0,0,1,9,4,4,5.67,0
2025-01-09 00:00:00,0,3,1,9,0,0,0,0,0,4,7,7,6.23,0
2025-01-09 01:00:00,1,3,1,9,0,0,0,0,0,9,10,8,5.62,0
2025-01-09 02:00:00,2,3,1,9,0,0,0,0,0,7,10,6,6.24,0
2025-01-09 03:00:00,3,3,1,9,0,0,0,0,4,10,6,9,6.61,0
2025-01-09 04:00:00,4,3,1,9,0,0,0,0,13,0,9,9,6.45,0
2025-01-09 05:00:00,5,3,1,9,0,0,0,0,21,0,5,9,5.53,0
2025-01-09 06:00:00,6,3,1,9,0,0,0,0,19,9,12,7,5.7,0
2025-01-09 07:00:00,7,3,1,9,0,0,0,0,22,5,11,8,6.31,0
2025-01-09 08:00:00,8,3,1,9,0,0,0,0,16,8,5,11,5.86,0
2025-01-09 09:00:00,9,3,1,9,0,0,0,0,19,13,18,11,5.67,0
2025-01-09 10:00:00,10,3,1,9,0,0,0,0,28,10,15,13,6.51,0
2025-01-09 11:00:00,11,3,1,9,0,0,0,0,28,11,14,8,5.54,0
2025-01-09 12:00:00,12,3,1,9,0,0,0,0,24,18,19,14,5.83,0
2025-01-09 13:00:00,13,3,1,9,0,0,0,0,18,19,25,15,5.97,0
2025-01-09 14:00:00,14,3,1,9,0,0,0,0,24,23,19,11,6.19,0
2025-01-09 15:00:00,15,3,1,9,0,0,0,0,32,23,21,17,6.24,0
2025-01-09 16:00:00,16,3,1,9,0,0,0,0,39,21,8,11,6.17,1
2025-01-09 17:00:00,17,3,1,9,0,0,0,0,28,27,16,16,6.51,0
2025-01-09 18:00:00,18,3,1,9,0,0,0,0,46,31,21,17,6.81,1
2025-01-09 19:00:00,19,3,1,9,0,0,0,0,28,29,10,12,4.94,0
2025-01-09 20:00:00,20,3,1,9,0,0,0,0,20,16,7,12,6.13,0
2025-01-09 21:00:00,21,3,1,9,0,0,0,0,16,21,8,9,5.93,0
2025-01-09 22:00:00,22,3,1,9,0,0,0,0,5,22,11,6,5.79,0
2025-01-09 23:00:00,23,3,1,9,0,0,0,0,1,10,12,3,6.18,0
2025-01-10 00:00:00,0,4,1,10,0,0,0,0,9,9,6,9,7.22,0
2025-01-10 01:00:00,1,4,1,10,0,0,0,0,2,8,7,8,6.09,0
2025-01-10 02:00:00,2,4,1,10,0,0,0,0,0,6,8,7,5.49,0
2025-01-10 03:00:00,3,4,1,10,0,0,0,0,18,12,10,8,6.01,0
2025-01-10 04:00:00,4,4,1,10,0,0,0,0,15,0,11,7,6.25,0
2025-01-10 05:00:00,5,4,1,10,0,0,0,0,16,5,10,7,6.61,0
2025-01-10 06:00:00,6,4,1,10,0,0,0,0,16,0,6,7,5.29,0
2025-01-10 07:00:00,7,4,1,10,0,0,0,0,29,3,12,7,6.63,0
2025-01-10 08:00:00,8,4,1,10,0,0,0,0,30,3,9,17,6.79,0
2025-01-10 09:00:00,9,4,1,10,0,0,0,0,35,11,23,12,6.51,0
2025-01-10 10:00:00,10,4,1,10,0,0,0,0,27,11,12,9,5.86,0
2025-01-10 11:00:00,11,4,1,10,0,0,0,0,18,21,18,14,5.12,0
2025-01-10 12:00:00,12,4,1,10,0,0,0,0,24,19,22,14,6.07,0
2025-01-10 13:00:00,13,4,1,10,0,0,0,0,23,21,14,13,6.1,0
2025-01-10 14:00:00,14,4,1,10,0,0,0,0,30,24,18,12,5.78,0
2025-01-10 15:00:00,15,4,1,10,0,0,0,0,27,27,13,16,6.22,0
2025-01-10 16:00:00,16,4,1,10,0,0,0,0,37,23,20,11,6.37,1
2025-01-10 17:00:00,17,4,1,10,0,0,0,0,38,24,13,12,6.46,1
2025-01-10 18:00:00,18,4,1,10,0,0,0,0,40,30,17,11,5.81,1
2025-01-10 19:00:00,19,4,1,10,0,0,0,0,30,20,7,12,6.72,0
2025-01-10 20:00:00,20,4,1,10,0,0,0,0,17,25,4,13,5.88,0
2025-01-10 21:00:00,21,4,1,10,0,0,0,0,8,23,9,10,6.6,0
2025-01-10 22:00:00,22,4,1,10,0,0,0,0,2,21,8,5,6.93,0
2025-01-10 23:00:00,23,4,1,10,0,0,0,0,3,11,6,7,4.93,0
2025-01-11 00:00:00,0,5,1,11,1,0,0,0,3,15,8,2,5.49,0
2025-01-11 01:00:00,1,5,1,11,1,0,0,0,0,9,4,7,5.96,0
2025-01-11 02:00:00,2,5,1,11,1,0,0,0,3,1,5,2,5.7,0
2025-01-11 03:00:00,3,5,1,11,1,0,0,0,0,4,5,5,5.91,0
2025-01-11 04:00:00,4,5,1,11,1,0,0,0,13,0,2,1,6.33,0
2025-01-11 05:00:00,5,5,1,11,1,0,0,0,15,1,4,7,5.69,0
2025-01-11 06:00:00,6,5,1,11,1,0,0,0,17,0,6,8,5.53,0
2025-01-11 07:00:00,7,5,1,11,1,0,0,0,12,6,6,7,5.05,0
2025-01-11 08:00:00,8,5,1,11,1,0,0,0,11,6,5,7,5.4,0
2025-01-11 09:00:00,9,5,1,11,1,0,0,0,14,3,17,12,6.05,0
2025-01-11 10:00:00,10,5,1,11,1,0,0,0,18,10,13,7,6.53,0
2025-01-11 11:00:00,11,5,1,11,1,0,0,0,14,14,16,8,5.75,0
2025-01-11 12:00:00,12,5,1,11,1,0,0,0,15,15,13,4,6.16,0
2025-01-11 13:00:00,13,5,1,11,1,0,0,0,20,14,7,6,6.12,0
2025-01-11 14:00:00,14,5,1,11,1,0,0,0,22,16,15,9,6.12,0
2025-01-11 15:00:00,15,5,1,11,1,0,0,0,21,19,17,10,6.06,0
2025-01-11 16:00:00,16,5,1,11,1,0,0,0,19,26,11,8,6.56,0
2025-01-11 17:00:00,17,5,1,11,1,0,0,0,32,17,11,7,5.29,0
2025-01-11 18:00:00,18,5,1,11,1,0,0,0,28,18,6,9,7.1,0
2025-01-11 19:00:00,19,5,1,11,1,0,0,0,18,17,11,12,6.71,0
2025-01-11 20:00:00,20,5,1,11,1,0,0,0,23,22,9,8,6.3,0
2025-01-11 21:00:00,21,5,1,11,1,0,0,0,10,18,6,4,5.35,0
2025-01-11 22:00:00,22,5,1,11,1,0,0,0,0,11,9,5,6.33,0
2025-01-11 23:00:00,23,5,1,11,1,0,0,0,0,16,9,5,5.31,0
2025-01-12 00:00:00,0,6,1,12,1,0,0,0,1,6,0,0,6.45,0
2025-01-12 01:00:00,1,6,1,12,1,0,0,0,0,9,5,0,5.68,0
2025-01-12 02:00:00,2,6,1,12,1,0,0,0,0,2,6,5,5.54,0
2025-01-12 03:00:00,3,6,1,12,1,0,0,0,0,1,7,5,6.75,0
2025-01-12 04:00:00,4,6,1,12,1,0,0,0,0,0,11,3,5.78,0
2025-01-12 05:00:00,5,6,1,12,1,0,0,0,15,4,8,4,6.64,0
2025-01-12 06:00:00,6,6,1,12,1,0,0,0,7,5,3,2,6.15,0
2025-01-12 07:00:00,7,6,1,12,1,0,0,0,13,3,7,3,5.92,0
2025-01-12 08:00:00,8,6,1,12,1,0,0,0,11,5,9,9,5.56,0
2025-01-12 09:00:00,9,6,1,12,1,0,0,0,10,1,10,9,5.08,0
2025-01-12 10:00:00,10,6,1,12,1,0,0,0,21,11,13,10,6.38,0
2025-01-12 11:00:00,11,6,1,12,1,0,0,0,7,7,9,11,5.7,0
2025-01-12 12:00:00,12,6,1,12,1,0,0,0,15,13,14,6,6.15,0
2025-01-12 13:00:00,13,6,1,12,1,0,0,0,20,12,14,10,5.94,0
2025-01-12 14:00:00,14,6,1,12,1,0,0,0,15,19,9,5,5.94,0
2025-01-12 15:00:00,15,6,1,12,1,0,0,0,21,19,18,9,6.23,0
2025-01-12 16:00:00,16,6,1,12,1,0,0,0,24,12,15,3,5.42,0
2025-01-12 17:00:00,17,6,1,12,1,0,0,0,21,25,15,15,6.07,0
2025-01-12 18:00:00,18,6,1,12,1,0,0,0,28,22,15,9,5.95,0
2025-01-12 19:00:00,19,6,1,12,1,0,0,0,21,17,6,8,6.33,0
2025-01-12 20:00:00,20,6,1,12,1,0,0,0,20,17,5,7,6.13,0
2025-01-12 21:00:00,21,6,1,12,1,0,0,0,11,12,3,6,6.51,0
2025-01-12 22:00:00,22,6,1,12,1,0,0,0,0,11,6,5,5.92,0
2025-01-12 23:00:00,23,6,1,12,1,0,0,0,1,12,8,8,6.4,0
2025-01-13 00:00:00,0,0,1,13,0,0,0,0,0,8,7,9,5.87,0
2025-01-13 01:00:00,1,0,1,13,0,0,0,0,0,5,12,13,6.07,0
2025-01-13 02:00:00,2,0,1,13,0,0,0,0,3,1,11,8,5.3,0
2025-01-13 03:00:00,3,0,1,13,0,0,0,0,9,2,12,8,5.13,0
2025-01-13 04:00:00,4,0,1,13,0,0,0,0,15,0,12,10,6.96,0
2025-01-13 05:00:00,5,0,1,13,0,0,0,0,20,0,12,11,5.51,0
2025-01-13 06:00:00,6,0,1,13,0,0,0,0,28,5,8,11,6.18,0
2025-01-13 07:00:00,7,0,1,13,0,0,0,0,40,6,8,10,6.78,1
2025-01-13 08:00:00,8,0,1,13,0,0,0,0,31,4,10,16,5.36,0
2025-01-13 09:00:00,9,0,1,13,0,0,0,0,28,19,27,10,7.2,0
2025-01-13 10:00:00,10,0,1,13,0,0,0,0,21,18,22,16,6.13,0
2025-01-13 11:00:00,11,0,1,13,0,0,0,0,31,21,19,15,5.92,0
2025-01-13 12:00:00,12,0,1,13,0,0,0,0,29,20,23,14,6.49,0
2025-01-13 13:00:00,13,0,1,13,0,0,0,0,23,32,21,15,6.27,0
2025-01-13 14:00:00,14,0,1,13,0,0,0,0,23,30,18,10,6.49,0
2025-01-13 15:00:00,15,0,1,13,0,0,0,0,37,34,26,14,6.59,1
2025-01-13 16:00:00,16,0,1,13,0,0,0,0,46,33,30,18,5.68,1
2025-01-13 17:00:00,17,0,1,13,0,0,0,0,43,37,20,11,5.67,1
2025-01-13 18:00:00,18,0,1,13,0,0,0,0,43,33,22,16,5.47,1
2025-01-13 19:00:00,19,0,1,13,0,0,0,0,38,32,12,14,5.82,1
2025-01-13 20:00:00,20,0,1,13,0,0,0,0,37,30,14,16,6.26,1
2025-01-13 21:00:00,21,0,1,13,0,0,0,0,15,31,8,6,5.66,0
2025-01-13 22:00:00,22,0,1,13,0,0,0,0,5,23,8,12,5.96,0
2025-01-13 23:00:00,23,0,1,13,0,0,0,0,0,20,7,10,7.68,0
2025-01-14 00:00:00,0,1,1,14,0,0,0,0,3,15,9,5,6.93,0
2025-01-14 01:00:00,1,1,1,14,0,0,0,0,6,5,10,8,7.66,0
2025-01-14 02:00:00,2,1,1,14,0,0,0,0,4,1,10,10,5.53,0
2025-01-14 03:00:00,3,1,1,14,0,0,0,0,4,7,8,10,5.8,0
2025-01-14 04:00:00,4,1,1,14,0,0,0,0,18,7,9,10,6.25,0
2025-01-14 05:00:00,5,1,1,14,0,0,0,0,15,0,12,8,6.04,0
2025-01-14 06:00:00,6,1,1,14,0,0,0,0,6,5,9,7,6.19,0
2025-01-14 07:00:00,7,1,1,14,0,0,0,0,22,3,10,6,6.66,0
2025-01-14 08:00:00,8,1,1,14,0,0,0,0,28,8,9,12,5.84,0
2025-01-14 09:00:00,9,1,1,14,0,0,0,0,18,6,18,13,6.78,0
